id,title,date,time,type,location,promotion,image
2f864645-dee5-44d9-aedf-f9f264158d2b,REKO Tours 2024,29/11/2024,20:00,cabaret,MAJUNGA @Shams Hotel Majunga be,🎟️##RES: 25 000AR 🎫##PAF: 15 000AR 📞contacte pour plus d'information : 034 60 463 13,3755a720e9798d9a2dce5cb08.jpg

